environment,Normal,301975.13000000006,3342
grill,Niche,2618.46,41
audio,Niche,135398.01,1719
tv,Top brand,1.0968736930000002E7,24843
bicycle,Normal,109871.02999999998,347
bicycle,Niche,39847.54,137
peripherals,Top brand,442410.6100000001,2627
video,Niche,41673.91,244
dress,Top brand,2422.1399999999994,30
"",Top brand,1.5208879510000007E7,89752
coffee_machine,Popular,170284.78000000003,448
jeans,Top brand,4371.25,117
telephone,Niche,3136.8199999999997,254
trousers,Niche,794.0999999999999,17
water_heater,Niche,12817.84,278
water_heater,Top brand,42499.56999999999,495
carriage,Top brand,86380.57000000002,567
videocards,Niche,12439.53,40
ironing_board,Normal,28234.030000000002,771
dolls,Top brand,5186.900000000001,121
compressor,Top brand,54361.479999999996,461
skates,Niche,15436.79,103
pump,Popular,1879.95,10
chair,Top brand,57859.36,650
headphone,Niche,49495.600000000006,867
hair_cutter,Niche,4930.509999999999,84
videoregister,Normal,90092.59999999999,703
lawn_mower,Normal,405.93,1
blanket,Top brand,4686.15,119
slipons,Normal,233.21999999999997,8
bath,Top brand,3921.56,35
shoes,Top brand,148117.46000000005,1640
