tv,Popular,3.735038943999997E7,140729
lawn_mower,Niche,25054.48,100
shirt,Top brand,347512.02999999997,3306
espadrilles,Normal,6150.379999999998,362
bench,Normal,50.19,1
keyboard,Popular,1553497.7899999998,26618
trainer,Popular,1.495410818E7,29088
generator,Top brand,3.2740195129999988E7,159957
sofa,Normal,2570966.19,3713
kitchen,Popular,9.732958383000001E7,633989
personal,Top brand,4759614.430000001,129113
jumper,Normal,371064.0399999998,7721
massager,Normal,944466.65,16542
saw,Popular,1.6069096289999992E7,68379
grill,Top brand,1.7836239339999996E7,82360
sport,Popular,4.044897637000002E7,100685
cabinet,Niche,297695.7199999999,1224
sewing_machine,Niche,57452.890000000014,539
peripherals,Niche,232898.66999999998,5498
sock,Niche,12333.84,66
tshirt,Normal,152390.78999999995,9945
table,Normal,2482304.41,13217
mixer,Popular,3498854.8200000105,36436
pillow,Normal,160464.11000000002,7758
belt,Top brand,177111.01999999996,2743
welding,Niche,366920.96,2856
videocards,Popular,5056090.6,21190
jumper,Top brand,111598.76000000001,454
scales,Popular,405632.9800000001,26777
saw,Normal,634464.48,8281
microphone,Top brand,577445.5399999999,9154
dress,Niche,36157.58000000001,893
hood,Normal,4296928.04,39200
piano,Top brand,1.0289700149999985E7,30432
chair,Popular,1.0914033689999996E7,105357
bag,Normal,895459.87,24166
cooler,Normal,1370524.2099999997,27754
furniture,Top brand,5.1386003766999626E8,1612884
dishwasher,Popular,2363045.15,4579
drill,Niche,166645.96000000002,1751
keds,Popular,1.9809744550000016E7,257235
hdd,Popular,2334599.1599999988,32596
kettle,Normal,833903.9700000001,35427
camera,Top brand,3.081602715000001E7,55975
tablet,Top brand,1.5528219383000082E8,402618
"",Niche,2.9771843230000004E7,765166
tonometer,Niche,15441.560000000003,508
steam_cooker,Niche,36680.420000000006,643
bag,Top brand,8005374.750000005,140490
universal,Top brand,2739630.8500000006,8312
microphone,Normal,1593974.66,13573
personal,Normal,1687652.12,31546
juicer,Niche,8949.539999999999,19
ski,Top brand,1057904.89,3521
auto,Top brand,1.2277700181000024E8,791819
iron,Popular,5801251.379999999,27019
hdd,Normal,953189.44,12698
washer,Niche,42139.549999999996,348
auto,Niche,1040244.1700000002,15706
table,Top brand,2.659384006999986E7,137464
environment,Popular,4.088278683999998E7,313480
living_room,Top brand,3.8898543096999633E8,944357
universal,Niche,150479.72,418
glove,Popular,15996.63,235
snowboard,Normal,352650.26999999984,2231
memory,Normal,1870862.9699999993,26241
bathroom,Top brand,1919292.1099999994,11063
subwoofer,Normal,2387925.7500000005,21848
soldering,Top brand,14268.839999999997,1752
"",Popular,6.768012729000002E8,5156515
soldering,Normal,4973.130000000001,424
auto,Normal,1.1871713669999998E7,101775
air_heater,Niche,425334.2099999999,9955
bench,Niche,114.2,1
sport,Niche,1312770.1,6927
pump,Niche,131743.09000000003,1717
steam_cooker,Normal,272938.53,162
microwave,Niche,36555.95,152
grill,Normal,1809928.1700000004,11864
tools,Niche,953110.8299999998,12795
glove,Top brand,4202.58,403
welding,Popular,1.309329932E7,48762
personal,Niche,498160.74000000005,13802
tv,Normal,897253.12,3786
air_conditioner,Popular,1.4259934009999994E7,37018
microphone,Popular,3587509.67,22638
keds,Niche,212003.21999999994,3530
tools,Normal,8103921.489999999,47411
sewing_machine,Popular,1.355242143999999E7,84615
massager,Top brand,855804.4599999998,10600
universal,Popular,830165.4800000001,1608
projector,Top brand,9338151.23,11358
tshirt,Popular,239665.54999999996,5302
clocks,Popular,7.288023389E7,342768
step_ins,Niche,1117.6599999999999,41
water_heater,Normal,1184330.5,23343
faucet,Popular,1411221.0,4985
hob,Popular,3990615.3400000003,17126
telephone,Normal,390745.4700000006,24194
medicine,Niche,15441.560000000003,508
clocks,Top brand,5.633499596599983E8,1666593
steam_cooker,Top brand,4016770.9499999993,18680
cooler,Popular,1618776.089999999,25374
apparel,Popular,7.558598665E7,876118
cartrige,Top brand,356160.84,10389
bed,Popular,2.251254576000002E7,102920
player,Popular,1.601197913999999E7,89616
desktop,Normal,2621326.55,15753
vacuum,Normal,3322804.0700000017,25345
bag,Popular,1.1262563049999986E7,125181
appliances,Niche,2870063.6700000004,46552
bedroom,Top brand,8.852424629000005E7,450171
radar,Top brand,2156916.0300000003,17123
construction,Popular,5.702865456E7,314014
bicycle,Top brand,1.9742945169999983E7,25550
chair,Normal,5153052.129999999,71138
cooler,Top brand,846794.42,14723
espadrilles,Top brand,23782.499999999996,1050
meat_grinder,Popular,650880.8500000002,13088
kitchen,Normal,2.4583836740000002E7,217992
diapers,Top brand,37499.72,3018
country_yard,Top brand,2431320.0300000003,10579
step_ins,Top brand,31533.11,1057
coffee_grinder,Niche,1296.0,72
table,Popular,1.1875453910000004E7,46581
notebook,Top brand,1.5770257079399936E9,2161210
memory,Top brand,2766453.7600000007,40228
slipons,Top brand,129545.50999999998,3173
dolls,Niche,213436.37000000005,6635
cultivator,Popular,1613724.3199999998,3956
cabinet,Top brand,1.3569942126999947E8,516041
moccasins,Top brand,167914.76000000004,1778
pump,Top brand,2699150.63,27865
umbrella,Top brand,18345.600000000002,720
bed,Top brand,8.702613624000005E7,417458
apparel,Normal,1.4994897010000002E7,202483
ironing_board,Popular,1806988.3700000043,49619
fmcg,Top brand,37499.72,3018
toilet,Popular,552668.55,4191
alarm,Normal,2412834.5999999996,19725
cartrige,Popular,3730.9800000000014,69
parktronic,Niche,107856.43999999994,3143
cartrige,Normal,6049.51,247
pillow,Top brand,783258.0199999999,15761
saw,Niche,70083.95,491
bed,Niche,387243.6100000001,1818
monitor,Niche,200.91,1
sewing_machine,Top brand,5.285814579999973E7,186830
skirt,Top brand,258912.14000000004,822
telephone,Top brand,1.199327685000005E7,210043
motherboard,Popular,2062983.990000001,19749
power_supply,Popular,1022081.4899999995,17406
swing,Normal,2219644.2700000005,21130
blanket,Popular,16467.809999999994,703
massager,Niche,330974.48,10226
country_yard,Niche,48197.1,959
trainer,Top brand,1.7194066999999996E7,62555
keyboard,Niche,59163.69,1821
bathroom,Normal,3235011.55,21273
videoregister,Niche,263494.35000000003,2692
carriage,Normal,1.1574733730000002E7,49990
bath,Niche,324818.32,2151
jeans,Normal,173409.01,3040
scarf,Normal,87414.77000000003,3591
meat_grinder,Top brand,2.4188253200000014E7,233655
electronics,Top brand,9.933402532190092E9,22448796
toys,Popular,999536.9000000001,20867
bicycle,Popular,2.0645513920000006E7,54034
skirt,Popular,227388.78000000014,7624
bathroom,Niche,602891.6,5363
drill,Normal,534624.18,9417
cpu,Popular,6341218.210000003,31470
trousers,Normal,1172.76,65
memory,Popular,1229878.9900000005,12544
cabinet,Popular,6521241.340000002,25305
toster,Top brand,1966697.0100000005,31370
air_heater,Top brand,8350662.640000003,120016
kids,Normal,2.16389888E7,222183
living_room,Niche,705985.6399999999,3716
appliances,Top brand,1.8108478195700026E9,7131314
acoustic,Top brand,2.939086196999997E7,78172
scales,Niche,75455.88000000002,1843
motherboard,Normal,19076.800000000003,235
tablet,Normal,388673.50000000006,7191
costume,Top brand,1.4931485490000062E7,194836
light,Normal,1284804.57,12899
swing,Niche,171678.75,1770
ebooks,Popular,7292681.740000009,48065
snowboard,Top brand,1222656.1900000002,5183
music_tools,Top brand,1.0289700149999985E7,30432
appliances,Normal,2.998270114999999E7,272962
microwave,Top brand,3.0366895850000042E7,279832
furniture,Normal,2.003537076E7,154038
costume,Normal,2125710.6099999994,9704
trainer,Normal,966870.9000000001,4175
headphone,Normal,3333666.8700000006,75122
video,Popular,5.269822567999998E7,169766
hair_cutter,Top brand,2427559.900000001,58515
pump,Normal,1436134.86,4223
compressor,Niche,140922.95,3181
country_yard,Normal,308497.07000000007,1294
tablet,Niche,21904.780000000002,363
mouse,Top brand,1473899.1100000003,37295
juicer,Popular,1095914.8799999994,14550
hood,Top brand,1.851065313999999E7,119505
underwear,Niche,211151.13999999996,13198
ballet_shoes,Normal,37356.37,897
furniture,Niche,2320614.5800000005,20120
cabinet,Normal,1555277.4,9072
audio,Normal,1.188376722E7,132635
shorts,Top brand,3430.72,205
slipons,Popular,66474.81000000001,1699
compressor,Popular,5896406.489999999,16733
blender,Top brand,2.1152668919999912E7,293214
sock,Popular,58153.68999999999,1273
alarm,Top brand,4.645860103000032E7,250469
projector,Popular,6894696.610000001,9137
underwear,Normal,44723.51999999998,2504
scales,Normal,99502.55,6378
photo,Niche,57593.39000000001,40
iron,Top brand,2.7328796570000023E7,266840
washer,Normal,1294345.7299999993,10007
anti_freeze,Top brand,0.0,30
microphone,Niche,133530.11,1384
components,Top brand,8.581418647E7,364767
fmcg,Niche,178667.90000000008,12966
painting,Popular,404673.89,5128
motherboard,Niche,52255.32000000001,793
headphone,Popular,1.289657441000001E7,157962
bag,Niche,884824.7399999999,24818
accessories,Niche,1925284.9300000004,40531
radar,Popular,2118325.1899999995,29040
accessories,Normal,1.2994262709999997E7,136369
screw,Top brand,3566.4200000000005,93
trousers,Top brand,927969.5899999993,12765
lawn_mower,Popular,484051.2899999999,931
fryer,Normal,4862.5499999999965,105
peripherals,Popular,9314342.55,100804
power_supply,Top brand,466040.58999999997,5778
country_yard,Popular,2097775.61,4887
faucet,Top brand,872870.6399999999,6249
dress,Popular,1428098.4099999978,31567
computers,Top brand,2.1462238866299932E9,3476774
accessories,Top brand,1.3136418613000025E8,935083
blanket,Normal,499619.90000000014,10907
video,Top brand,1.0249308562900022E9,2109876
apparel,Niche,1573467.6699999995,35159
saw,Top brand,2.7329875129999995E7,117727
hair_cutter,Popular,787869.9399999997,21241
fryer,Top brand,0.0,3
ironing_board,Top brand,1433819.13,12159
apparel,Top brand,1.600883181700001E8,1897338
oven,Niche,155346.85,675
stationery,Popular,3730.9800000000014,69
bedroom,Niche,469036.5300000002,4929
vacuum,Popular,1.5181780450000003E7,97016
toster,Niche,57097.380000000005,3078
pillow,Popular,26266.53999999999,3182
camera,Popular,9032780.810000004,24263
dress,Normal,1122011.119999997,22511
monitor,Popular,4024116.560000001,15118
printer,Niche,131014.39,956
vacuum,Top brand,2.6332145371000025E8,1404061
costume,Popular,8066999.270000001,40720
subwoofer,Popular,1.6353892610000001E7,136494
parktronic,Normal,697818.8900000008,10442
faucet,Normal,2388737.3299999996,29283
refrigerators,Normal,4192127.0900000012,14195
player,Normal,3032018.86,20382
ski,Niche,85326.6,955
computers,Niche,1151844.0100000002,19882
"",Normal,1.6841771017E8,1958203
blender,Normal,101356.70000000001,3536
bed,Normal,3361433.03,10477
music_tools,Niche,60852.45,220
dishwasher,Normal,1001672.2400000002,2536
massager,Popular,1903025.2899999998,6913
smartphone,Niche,139919.52,1326
welding,Normal,562744.55,3969
refrigerators,Top brand,5.716655322500004E8,1333613
environment,Top brand,3.1348817795000017E8,1732261
desktop,Top brand,3.796849080599995E8,491856
camera,Niche,260974.04000000004,2926
scarf,Popular,184.02999999999997,11
tennis,Popular,2757.659999999999,54
hood,Niche,221086.13,1517
washer,Top brand,4.7083668454000235E8,1366076
moccasins,Niche,8957.959999999994,232
water_heater,Popular,4208793.84,40948
kettle,Top brand,9021822.040000005,178609
kids,Popular,5.690961849999999E7,312629
videocards,Normal,2896196.909999999,8864
desktop,Popular,3.452862350999996E7,180603
fmcg,Normal,206830.4800000002,16594
skirt,Niche,166.17000000000002,5
electronics,Normal,2.7427965020000007E7,277854
bath,Popular,2036186.5300000003,10510
sandals,Top brand,335034.0299999999,10650
living_room,Normal,6341491.729999998,38809
painting,Niche,11141.650000000001,819
monitor,Top brand,5.2124958210000046E7,182829
coffee_machine,Normal,1000285.1600000001,4073
smartphone,Top brand,7.894801848280084E9,16195147
tennis,Niche,69699.92000000003,1226
air_heater,Popular,7215121.029999983,138321
player,Top brand,5.4419674129999906E7,359448
oven,Top brand,7.019624194999997E7,278546
shoes,Normal,1.0295629999999998E7,126622
clocks,Normal,9035426.509999998,69474
refrigerators,Popular,3.0370706049999993E7,78378
juicer,Normal,141996.31,2527
microwave,Popular,2798899.560000002,18630
screw,Niche,2253.5899999999997,62
tablet,Popular,1.0967699889999993E7,82325
alarm,Popular,2544893.780000005,27548
screw,Normal,163.31,7
bedroom,Normal,4021517.04,29142
peripherals,Normal,4044022.3099999996,72984
costume,Niche,9444.16,31
components,Normal,1.044767732E7,116099
accessories,Popular,6.098735007999998E7,492213
shirt,Normal,413901.3400000002,13715
cpu,Normal,191645.11000000002,178
clocks,Niche,621783.28,8130
fan,Normal,11020.82,546
notebook,Normal,455961.58999999997,9169
hdd,Top brand,6314361.340000003,66304
construction,Niche,1253713.88,19398
microwave,Normal,820599.8699999999,7656
coffee_grinder,Popular,163106.31000000003,5289
scarf,Top brand,0.0,16
ballet_shoes,Niche,2507.4300000000003,57
kids,Top brand,3.2851702170000043E7,193397
living_room,Popular,2.6648016029999997E7,78599
environment,Normal,6649100.7700000005,69470
grill,Niche,20985.739999999998,702
tv,Top brand,1.0001895002800022E9,2063415
audio,Niche,1772067.2100000007,24764
bicycle,Normal,6791391.689999999,26121
bicycle,Niche,673715.9500000002,3095
peripherals,Top brand,1.0457195480000001E8,465190
fan,Niche,55570.26,176
video,Niche,286109.75,3112
"",Top brand,2.9932392799299974E9,14018267
coffee_machine,Popular,8514374.91,33225
slipons,Niche,900.9999999999999,25
dress,Top brand,4558804.259999999,41581
jeans,Top brand,1641783.5300000007,40183
telephone,Niche,81319.22,4900
trousers,Niche,4823.36,170
water_heater,Top brand,1.737865259999998E7,144259
water_heater,Niche,91592.55999999997,820
carriage,Top brand,1.914489391000003E7,73608
videocards,Niche,50667.23000000001,102
ironing_board,Normal,58326.54,979
dolls,Top brand,1140886.0999999994,24960
compressor,Top brand,6764306.360000017,53063
glove,Normal,74126.19,1951
skates,Niche,628313.44,6870
pump,Popular,1972442.2400000002,9764
chair,Top brand,1.249912671000001E7,94371
printer,Normal,259018.07999999996,1652
headphone,Niche,352977.4200000001,9499
hair_cutter,Niche,91730.38,1733
jumper,Popular,653905.830000001,23424
videoregister,Normal,3816558.2900000005,30107
lawn_mower,Normal,127754.87000000001,518
blanket,Top brand,714852.0300000005,16952
slipons,Normal,33880.98999999999,716
bath,Top brand,1077229.1799999997,7322
shoes,Top brand,1.3677490865000004E8,1592324
anti_freeze,Normal,63497.43,3160
